Case #,Event Number,Priority,Call for Service,Labels,Event Origin,Queue,Event Status,Dispatch Area,District,Zone,Narrative Keywords,Primary Units,Involved Units,Total Units,Parent Event Number,Is Active,Is Forced Address,Disposition Code,Disposition Description,Received Date,Cleared Date,Address,Longitude,Latitude
2020-2010383,201115012,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 289431
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 362.473 meters
Sensor Name: , Distance 550.117 meters
Sensor Name: , Distance 376.294 meters
Sensor Name: , Distance 841.867 meters",1L2,"1L2, 1L7, S55",3,,No,No,RTF,REPORT TO FOLLOW,11/15/2020 0:18,11/15/2020 1:20,"S 15TH ST & MAINE AVE, S 15TH ST & MAINE AVE (S 15TH ST & MAINE), RICHMOND, CA, 94804",-122.35492,37.92799
,201115039,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 289443
Rounds: 14
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 350.791 meters
Sensor Name: , Distance 842.78 meters
Sensor Name: , Distance 586.902 meters
Sensor Name: , Distance 1171.92 meters",1L2,"1L2, 1L3",2,,No,No,R23,UNABLE TO LOCATE,11/15/2020 2:19,11/15/2020 2:30,"852 MARINA BAY PKWY, RICHMOND, CA, 94804",-122.347572,37.921478
,201116207,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,73,"Shotspotter ID: 289935
Rounds: 1
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 199.556 meters
Sensor Name: , Distance 520.28 meters
Sensor Name: , Distance 961.328 meters
Sensor Name: , Distance 995.425 meters",,,0,,No,No,NPA,NO POLICE ACTION,11/16/2020 17:40,11/16/2020 17:42,"1325 SANFORD AVE, SAN PABLO, CA, 94806",-122.356471,37.951226
2020-2010433,201116224,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 289940
Rounds: 14
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 369.054 meters
Sensor Name: , Distance 557.687 meters
Sensor Name: , Distance 878.559 meters
Sensor Name: , Distance 149.562 meters",3L3,"3L1, 3L2, 3L3, S52",4,,No,No,RTF,REPORT TO FOLLOW,11/16/2020 18:59,11/16/2020 20:49,"4701 HARTNETT AVE, RICHMOND, CA, 94804",-122.326959,37.916864
2020-2010450,201117065,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 290002
Rounds: 25
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 40.7867 meters
Sensor Name: , Distance 752.883 meters
Sensor Name: , Distance 1465.38 meters
Sensor Name: , Distance 323.656 meters",2L2,"2L13, 2L17, 2L2, 2L4, 2L5, 2L6, 2L7, 2L9, S71",9,,No,No,R53,SUPPLEMENT,11/17/2020 9:07,11/17/2020 10:32,"1900 POTRERO AVE, RICHMOND, CA, 94804",-122.35138,37.92377
,201117090,P2,SFRMC - SHOTS FIRED (IN PROGRESS),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,7,"5 AGO, HEARD 2 GUN SHOTS CLOSE TO HER HOUSE, NOTHING FURTHER HEARD OR SCEEN, PR  CAN BE CONTACTED IF NEEDED THROGH A **1021***",2L7,"2L2, 2L7",2,,No,No,R23,UNABLE TO LOCATE,11/17/2020 10:35,11/17/2020 11:24,"935 MCLAUGHLIN ST, ESMOND AVE & MCBRYDE AVE, RICHMOND, CA, 94805",-122.329269,37.946401
,201117098,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 290005
Rounds: 19
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 617.965 meters
Sensor Name: , Distance 291.731 meters
Sensor Name: , Distance 299.965 meters
Sensor Name: , Distance 340.454 meters",,,0,201117097,No,No,,,11/17/2020 10:57,,"31 18TH ST, RICHMOND, CA, 94801",-122.352653,37.932066
,201117221,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 290045
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 426.238 meters
Sensor Name: , Distance 560.615 meters
Sensor Name: , Distance 434.559 meters
Sensor Name: , Distance 801.894 meters",3L5,"3L5, 3L6",2,,No,No,R23,UNABLE TO LOCATE,11/17/2020 18:11,11/17/2020 18:20,"608 SANFORD AVE, RICHMOND, CA, 94801",-122.363068,37.951799
,201117225,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Today
18:26:31 (18:26:31)
Area:/6
CAD:
Incident:63-290049",3L6,"3L5, 3L6",2,,No,No,R23,UNABLE TO LOCATE,11/17/2020 18:28,11/17/2020 18:57,"2ND ST & NEVIN AVE, 2ND ST & NEVIN AVE, RICHMOND, CA, 94801",-122.36766,37.93681
,201117250,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,73,"Shotspotter ID: 290060
Rounds: 1
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 152.06 meters
Sensor Name: , Distance 620.511 meters
Sensor Name: , Distance 496.599 meters
Sensor Name: , Distance 1266.04 meters",,,0,,No,No,NPA,NO POLICE ACTION,11/17/2020 19:48,11/17/2020 19:49,"1181 23RD ST, RICHMOND, CA, 94804",-122.347579,37.950889
2020-2010478,201117268,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 290066
Rounds: 14
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 244.905 meters
Sensor Name: , Distance 1010.21 meters
Sensor Name: , Distance 314.258 meters
Sensor Name: , Distance 499.58 meters",3L2,"1K6, 1L4, 1L5, 1L7, 3L2, 3L3, 3L4, 3L5, 3L6, 3L7, S52, W114",12,,No,No,RTF,REPORT TO FOLLOW,11/17/2020 21:24,11/17/2020 23:22,"129 18TH ST, RICHMOND, CA, 94801",-122.352576,37.933102
,201118007,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 290079
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 86.6045 meters
Sensor Name: , Distance 462.755 meters
Sensor Name: , Distance 404.883 meters
Sensor Name: , Distance 1090.38 meters",1K6,"1K6, 1L4, S53",3,,No,No,R23,UNABLE TO LOCATE,11/18/2020 0:24,11/18/2020 1:26,"1427 SAN JOAQUIN ST, RICHMOND, CA, 94804",-122.32044,37.911436
,201118043,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,7,1  ROUND   / /  IN THE MIDDLE OF THE BLDG / /   FROM  SPPD,1L7,"1L4, 1L7",2,,No,No,R23,UNABLE TO LOCATE,11/18/2020 4:46,11/18/2020 4:58,"2840 SALESIAN AVE, RICHMOND, CA, 94804",-122.339734,37.952521
2020-2010521,201118370,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 290235
Rounds: 10
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 447.915 meters
Sensor Name: , Distance 605.079 meters
Sensor Name: , Distance 755.355 meters
Sensor Name: , Distance 569.283 meters",1L7,"1K6, 1L4, 1L7",3,,No,No,RTF,REPORT TO FOLLOW,11/18/2020 23:53,11/19/2020 0:30,"2820 ROOSEVELT AVE, RICHMOND, CA, 94804",-122.340621,37.938928
2020-2010526,201119071,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,1,"TRYING TO GET FRTHER
",2L6,"2L1, 2L2, 2L3, 2L5, 2L6",5,,No,No,RTF,REPORT TO FOLLOW,11/19/2020 8:48,11/19/2020 9:17,"229 S 9TH ST, RICHMOND, CA, 94804",-122.361288,37.928866
,201119248,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,71,"Shotspotter ID: 290402
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 361.528 meters
Sensor Name: , Distance 270.912 meters
Sensor Name: , Distance 858.272 meters
Sensor Name: , Distance 507.797 meters",,,0,,No,No,R06,OCCURRED O/S JURISDICTION,11/19/2020 19:02,11/19/2020 19:05,"15001 SAN PABLO AVE, SAN PABLO, CA, 94806",-122.34349,37.974919
2020-2010590,201120310,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 290736
Rounds: 13
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 426.059 meters
Sensor Name: , Distance 912.01 meters
Sensor Name: , Distance 678.617 meters",1L5,"1L3, 1L4, 1L5, 1L6",4,,No,No,RTF,REPORT TO FOLLOW,11/20/2020 21:14,11/20/2020 21:57,"1208 HENSLEY ST, RICHMOND, CA, 94801",-122.362559,37.951343
,201120342,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,1,"Shotspotter ID: 290752
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 233.944 meters
Sensor Name: , Distance 400.824 meters
Sensor Name: , Distance 515.732 meters
Sensor Name: , Distance 960.313 meters",1L1,"1L1, 1L2",2,,No,No,R23,UNABLE TO LOCATE,11/20/2020 22:49,11/20/2020 22:57,"804 FLORIDA AVE, RICHMOND, CA, 94804",-122.36174,37.929284
,201121030,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 290777
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 225.413 meters
Sensor Name: , Distance 890.76 meters
Sensor Name: , Distance 1914.64 meters
Sensor Name: , Distance 253.135 meters",1L1,"1L1, 1L2, 1L5",3,,No,No,R23,UNABLE TO LOCATE,11/21/2020 4:00,11/21/2020 4:11,"530 S 15TH ST, RICHMOND, CA, 94804",-122.354634,37.924536
,201121031,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 290778
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 271.461 meters
Sensor Name: , Distance 629.763 meters
Sensor Name: , Distance 916.413 meters
Sensor Name: , Distance 341.808 meters",,,0,,No,No,R23,UNABLE TO LOCATE,11/21/2020 4:00,11/21/2020 4:11,"1420 POTRERO AVE, RICHMOND, CA, 94804",-122.355234,37.923529
,201121033,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 290779
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 59.8073 meters
Sensor Name: , Distance 220.673 meters
Sensor Name: , Distance 475.348 meters
Sensor Name: , Distance 712.11 meters",1L2,"1L2, 1L5",2,,No,No,R23,UNABLE TO LOCATE,11/21/2020 4:02,11/21/2020 4:19,"110 S 23RD ST, OHIO AVE & FLORIDA AVE, RICHMOND, CA, 94804",-122.347525,37.930646
,201121191,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 290854
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 144.719 meters
Sensor Name: , Distance 508.084 meters
Sensor Name: , Distance 462.204 meters
Sensor Name: , Distance 725.337 meters",,,0,,No,No,NPA,NO POLICE ACTION,11/21/2020 16:39,11/21/2020 16:41,"1605 OHIO AVE, RICHMOND, CA, 94804",-122.354159,37.930986
,201121192,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 290869
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 156.937 meters
Sensor Name: , Distance 280.063 meters
Sensor Name: , Distance 752.147 meters
Sensor Name: , Distance 887.301 meters",2L4,"2L3, 2L4, 2L5, 2L6",4,,No,No,R12,SERVICE RENDERED NO CRIME,11/21/2020 16:49,11/21/2020 16:59,"1819 VISALIA AVE, RICHMOND, CA, 94801",-122.351602,37.946889
2020-2010622,201121308,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 291036
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 104.611 meters
Sensor Name: , Distance 634.999 meters
Sensor Name: , Distance 597.588 meters
Sensor Name: , Distance 640.441 meters",1L7,"1K3, 1L7, W114",3,,No,No,RTF,REPORT TO FOLLOW,11/21/2020 22:55,11/22/2020 0:08,"3415 MCBRYDE AVE, RICHMOND, CA, 94805",-122.334245,37.947277
,201122016,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 291045
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 276.507 meters
Sensor Name: , Distance 651.458 meters
Sensor Name: , Distance 179.359 meters
Sensor Name: , Distance 358.025 meters",1L8,"1L8, 1L9",2,,No,No,R23,UNABLE TO LOCATE,11/22/2020 1:48,11/22/2020 1:59,"2829 MOYERS RD, RICHMOND, CA, 94806",-122.328483,37.970976
,201122017,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 291046
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 276.226 meters
Sensor Name: , Distance 179.907 meters
Sensor Name: , Distance 357.273 meters
Sensor Name: , Distance 651.487 meters",,,0,201122016,No,No,,,11/22/2020 1:49,,"2829 MOYERS RD, RICHMOND, CA, 94806",-122.328483,37.970976
2020-2010627,201122018,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 291047
Rounds: 10
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 447.724 meters
Sensor Name: , Distance 752.189 meters
Sensor Name: , Distance 829.031 meters
Sensor Name: , Distance 837.346 meters",1L4,"1L1, 1L2, 1L4, 1L5, 1L6",5,,No,No,RTF,REPORT TO FOLLOW,11/22/2020 1:52,11/22/2020 3:25,"1630 PENNSYLVANIA AVE, RICHMOND, CA, 94801",-122.353638,37.941916
,201122022,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 291049
Rounds: 3
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 185.123 meters
Sensor Name: , Distance 746.123 meters
Sensor Name: , Distance 905.68 meters
Sensor Name: , Distance 1113.41 meters",1K3,"1K3, 1L2, 1L5, 1L6",4,,No,No,R23,UNABLE TO LOCATE,11/22/2020 3:30,11/22/2020 3:42,"4300 CUTTING BLVD, at S 41ST ST, RICHMOND, CA, 94804",-122.32971,37.925494
,201122023,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 291051
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 239.823 meters
Sensor Name: , Distance 484.44 meters
Sensor Name: , Distance 959.134 meters
Sensor Name: , Distance 437.715 meters",1L2,"1L1, 1L2",2,,No,No,R23,UNABLE TO LOCATE,11/22/2020 4:12,11/22/2020 4:20,"2200 VIRGINIA AVE, RICHMOND, CA, 94804",-122.348414,37.926427
,201122028,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 291057
Rounds: 1
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 701.997 meters
Sensor Name: , Distance 956.309 meters
Sensor Name: , Distance 798.229 meters
Sensor Name: , Distance 1041.01 meters",1L2,"1L1, 1L2",2,,No,No,R23,UNABLE TO LOCATE,11/22/2020 4:42,11/22/2020 4:51,"2026 OHIO AVE, RICHMOND, CA, 94804",-122.349654,37.930581
,201122069,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 291083
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 668.75 meters
Sensor Name: , Distance 1249.81 meters
Sensor Name: , Distance 845.188 meters
Sensor Name: , Distance 303.107 meters",2L6,"2L1, 2L13, 2L3, 2L4, 2L5, 2L6, 2L7, S54, S64",9,,No,No,R23,UNABLE TO LOCATE,11/22/2020 10:07,11/22/2020 10:35,"HINKLEY AVE & FOOTHILL AVE, HINKLEY AVE & FOOTHILL AVE (HINKLEY AVE & FOOTHILL), RICHMOND, CA, 94804",-122.3426,37.92253
,201123021,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 291202
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 213.947 meters
Sensor Name: , Distance 266.648 meters
Sensor Name: , Distance 598.635 meters
Sensor Name: , Distance 445.299 meters",1L8,"1L8, 1L9",2,,No,No,R23,UNABLE TO LOCATE,11/23/2020 2:42,11/23/2020 3:07,"2981 GILMA DR, RICHMOND, CA, 94806",-122.329285,37.975511
,201123288,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 291315
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 63.9678 meters
Sensor Name: , Distance 836.621 meters
Sensor Name: , Distance 534.802 meters
Sensor Name: , Distance 770.102 meters",3L5,3L5,1,,No,No,R23,UNABLE TO LOCATE,11/23/2020 22:34,11/23/2020 22:45,"681 2ND ST, RICHMOND, CA, 94801",-122.367755,37.94203
,201123290,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 291316
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 298.214 meters
Sensor Name: , Distance 536.32 meters
Sensor Name: , Distance 176.068 meters
Sensor Name: , Distance 1828.05 meters",,,0,201123288,No,No,,,11/23/2020 22:40,,"1267 FILBERT ST, RICHMOND, CA, 94801",-122.367208,37.951759
,201123292,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 291318
Rounds: 1
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 835.245 meters
Sensor Name: , Distance 241.547 meters
Sensor Name: , Distance 383.599 meters
Sensor Name: , Distance 857.906 meters",3L2,"1L6, 1L7, 3L2",3,,No,No,R23,UNABLE TO LOCATE,11/23/2020 22:52,11/23/2020 22:58,"41 2ND ST, RICHMOND, CA, 94801",-122.367849,37.932349
,201124264,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 291455
Rounds: 9
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 584.308 meters
Sensor Name: , Distance 388.35 meters
Sensor Name: , Distance 1160.77 meters
Sensor Name: , Distance 970.934 meters",T51,T51,1,201124266,No,No,,,11/24/2020 19:16,,"1630 PENNSYLVANIA AVE, RICHMOND, CA, 94801",-122.353638,37.941916
,201124275,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 291459
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 298.597 meters
Sensor Name: , Distance 58.18 meters
Sensor Name: , Distance 859.473 meters
Sensor Name: , Distance 543.301 meters",3L8,"3L8, 3L9",2,,No,No,R23,UNABLE TO LOCATE,11/24/2020 20:02,11/24/2020 20:49,"2850 GROOM DR, RICHMOND, CA, 94806",-122.334068,37.97512
,201125001,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 291489
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 1026.29 meters
Sensor Name: , Distance 261.537 meters
Sensor Name: , Distance 782.625 meters
Sensor Name: , Distance 853.14 meters",1L4,"1L4, 1L6, 1L7",3,,No,No,R23,UNABLE TO LOCATE,11/25/2020 0:19,11/25/2020 0:26,"400 20TH ST, RICHMOND, CA, 94801",-122.350318,37.937214
2020-2010748,201125275,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 291646
Rounds: 10
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 76.5976 meters
Sensor Name: , Distance 734.348 meters
Sensor Name: , Distance 1006.31 meters
Sensor Name: , Distance 1170.34 meters",1L3,"1L3, 3L2, 3L3",3,,No,No,RTF,REPORT TO FOLLOW,11/25/2020 22:02,11/25/2020 22:39,"3 S 45TH ST, RICHMOND, CA, 94804",-122.327565,37.931053
,201125306,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 291655
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 248.669 meters
Sensor Name: , Distance 504.223 meters
Sensor Name: , Distance 391.864 meters
Sensor Name: , Distance 716.463 meters",,,0,,No,No,NPA,NO POLICE ACTION,11/25/2020 23:20,11/25/2020 23:21,"316 27TH ST, RICHMOND, CA, 94804",-122.342539,37.935519
,201125308,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 291656
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 106.015 meters
Sensor Name: , Distance 331.855 meters
Sensor Name: , Distance 963.158 meters
Sensor Name: , Distance 160.728 meters",1L8,"1L8, 1L9",2,,No,No,R23,UNABLE TO LOCATE,11/25/2020 23:21,11/25/2020 23:27,"2713 GROOM DR, RICHMOND, CA, 94806",-122.336188,37.975566
2020-2010750,201126002,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 291667
Rounds: 8
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD",1L3,"1L2, 1L3",2,,No,No,RTF,REPORT TO FOLLOW,11/26/2020 0:12,11/26/2020 0:36,"5311 CREELY AVE, RICHMOND, CA, 94804",-122.319831,37.919086
,201126039,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 291684
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 1826.42 meters
Sensor Name: , Distance 257.65 meters
Sensor Name: , Distance 251.144 meters
Sensor Name: , Distance 584.855 meters",1L2,1L2,1,,No,No,R23,UNABLE TO LOCATE,11/26/2020 4:31,11/26/2020 4:54,"653 S 29TH ST, RICHMOND, CA, 94804",-122.341817,37.922915
,201126296,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 291991
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 307.161 meters
Sensor Name: , Distance 230.69 meters
Sensor Name: , Distance 1331.37 meters
Sensor Name: , Distance 426.515 meters",1L2,"1L1, 1L2, 1L4, 1L5",4,,No,No,R23,UNABLE TO LOCATE,11/26/2020 23:43,11/26/2020 23:59,"1800 VIRGINIA AVE, RICHMOND, CA, 94804",-122.351969,37.926379
,201126297,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 291992
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 298.942 meters
Sensor Name: , Distance 382.568 meters
Sensor Name: , Distance 999.84 meters
Sensor Name: , Distance 960.685 meters",1L2,1L2,1,,No,No,R23,UNABLE TO LOCATE,11/26/2020 23:44,11/26/2020 23:59,"446 S 18TH ST, RICHMOND, CA, 94804",-122.351948,37.925711
